"POLITICAL_UNIT","NAME","Event_ID","WGMS_ID","EVENT_DATE","ET_SURGE","ET_CALVING","ET_FLOOD","ET_AVALANCHE","ET_TECTONIC","ET_OTHER","EVENT_DESCRIPTION","INVESTIGATOR","SPONSORING_AGENCY","REFERENCE","REMARKS","PUB_IN_FOG"
"CH","RINDERHORN-NW",3158,5205,18979999,0,0,0,0,0,1,"Gefahr eines Eisabsturzes. Ein bedeutender Teil des Gletscher im Osten des Daubensees an der Gemmi löste sich ab vom oberen Teil, geteilt durch eine grosse Spalte, die eine ähnliche Bodenform besitzt wie jene beim Altelsgletscher wenig vor der Katastrophe von 1895. 1902 besteht die Spalte noch immer und gibt Anlass zu Befürchtungen. Bedroht ist das Gebiet auf Walliser Seite.",,,"Forel, Lugeon, Muret 1897, p.11, Forel, Lugeon, Muret 1902, p.319f.","http://www.glacierhazards.ch",
"CH","ROSENLAUI",3335,445,18839999,0,0,0,0,0,1,"Überfahren der Hütte durch Schnee- und Eismassen. Die alte Dossenhütte befand sich bei P. 2822 des Blattes 397 des Siegfriedatlas. Gemäss lokalen Berichten war der Grund in einer Zunahme der Eisdicke des kleinen, unbenannten Gletschers in der NE-Flanke des Dossenhorns zu suchen (Forel 1884, p. 301). Im Oktober 1879 war die Plattform des Hüttenstandorts noch schnee- und eisfrei, gegen Ende des heissen und trockenen Sommers von 1884 war die Hütte jedoch komplett durch den Schnee bedeckt. 1884 musste die Hütte abgebrochen und an einen anderen Ort verlegt werden.",,,"Raymond and others (2003) based on Forel 1884","http://www.glacierhazards.ch",
"CH","ROSENLAUI",3336,445,19209999,0,0,0,1,0,0,"Sommer, Eisblo¨cke stu¨rzten auf den Weg zur Dossenhu¨tte. Dieser musste zur Sicherheit verlegt werden.",,,"Raymond and others (2003) based on Mercanton 1921","http://glaciology.ethz.ch/inventar/download/rosenlaui.pdf",
"CH","ROSENLAUI",3337,445,19329999,0,0,0,1,0,0,"Eisabstu¨rze bedrohten den Weg zur Dossenhu¨tte.",,,"Raymond and others (2003) based on Mercanton 1933","http://glaciology.ethz.ch/inventar/download/rosenlaui.pdf",
"CH","ROSENLAUI",3338,445,19489999,0,0,0,1,0,0,"Ein Eisabbruch to¨tete drei Touristen, die sich unterhalb des Rosenlauigletschers befanden.",,,"Raymond and others (2003) based on Mercanton 1949, Oechslin & Seylaz 1948","http://glaciology.ethz.ch/inventar/download/rosenlaui.pdf",
"CH","ROSENLAUI",3339,445,19710515,0,0,0,1,0,0,"Es ereignete sich ein Eissturz mit einem Volumen von 100'000 m3 im Zeitraum bis 19710522.",,,"Raymond and others (2003) based on Kasser & Aellen 1974","http://glaciology.ethz.ch/inventar/download/rosenlaui.pdf",
"CH","ROSENLAUI",3340,445,19830919,0,0,0,1,0,0,"Ein Eisabbruch nahe dem Gletscherhubel traf eine Gruppe von sechs Personen. Eine Person verlor das Leben und fu¨nf weitere Personen (davon 4 Kinder) erlitten Verletzungen.",,,"Raymond and others (2003) based on Tages-Anzeiger 20.09.1983","http://glaciology.ethz.ch/inventar/download/rosenlaui.pdf",
"CH","ROSSBODEN",90,462,19010319,0,0,0,1,0,1,"On March 19, 1901, one of the largest historic rock-/ice- and snow avalanche of the Alps occurred. It started as a slope failure from the NW face of Fletschhorn (from point 3788 m). The avalanche travelled a horizontal distance of 6.2 km with an elevation drop of 2`300 m. The volume was between 3 and 5 million m3. 2 people lost their lives, as well as 53 animals. 28 houses were destroyed.",,,"www.glacierhazards.ch. Nötzli, J. (2003): Felsstürze aus Permafrost über Gletscher, Ansätze zur GIS-basierten Modellierung. Diploma thesis, Department of Geography, University of Zurich.",,
"CH","ROTTAL",3895,3309,19530721,0,,1,0,0,0,"On July 21, 1953 a GLOF took place in Rottal glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","ROTTAL",106,3309,19530721,0,0,1,0,0,0,"On July 21, 1953, 10,000 m3 water flowed out of a thermokarst lake at the foot of Weissmies. The water flowed over a steep rock glacier front (30 °). Backward erosion occurred and lowered the draining channel. The debris flow reached the first houses of Saas Almagell. Considerable damage to crop was recorded.",,,"http://glaciology.ethz.ch/glacierhazards/download/rottal.pdf, www.glacierhazards.ch ",,
"CH","ROTTAL",3896,3309,19710999,0,,1,0,0,0,"In September 1971, a GLOF took place in Rottal glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","ROTTAL",3341,3309,19710999,0,0,1,0,0,0,"Hochwasser, das zur Verstopfung der Wasserfassung der Kraftwerke Mattmark fu¨hrte. Wa¨hrend diesem Hochwasser wurde beinahe eine Bru¨cke weggespu¨lt. Aufgrund der Schuttablagerungen musste das Bachbett korrigiert werden.",,,"Raymond and others (2003) based on Haeberli 1980","http://glaciology.ethz.ch/inventar/download/rottal.pdf",
"CH","ROTTALHORN-W",3412,5129,20140731,0,0,1,0,0,0,"Outburst of an englacial water reservoir holding 1.2-1.8 million m3 of water. 10'000 m3 of sediment were deposited in the Weisse Lütschine river and then artificially removed in order to prevent inundations.",,,"Glaciological Report No. 135/136 based on GEOTEST AG 2015","http://www.glamos.ch",
"CH","SAAS",3897,5374,19870824,0,,1,0,0,0,"On August 24, 1987 a GLOF took place in Saas glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","SAAS",3161,5374,19870824,0,0,1,0,0,0,"Murgang aus dem Vorfeld des Saasgletschers (Muttenhörner) im Zusammenhang mit den 1987er Unwettern. Der Murgang ereignete sich wahrscheinlich vor Mitternacht mit einem Anrisspunkt auf einer Höhe von 2520 m. Im Anrissgebiet findet man Grundmoränenmaterial und eventuell schwach ausgeprägte Stirnmoränen der Rückzugsstadien (Gletscherbedeckung von 1850 auf 2300 m) mit einer geschätzten Mächtigkeit von 15-25 m. Permafrost ist vorhanden und hielt ein beträchtliches Geschiebepotential zurück. Die Niederschlagssumme betrug 180 mm plus 30-35 mm aus der Schmelze. Die Hangneigung im Anrissgebiet beträgt 65 % (33°), die Fläche oberhalb des Anrisses 19 ha mit 10 ha Gletscheranteil. Der Anriss erfolgte vermutlich durch eine Instabilität auf 2440 m mit rückschreitender Erosion (Erosionsleistung 470 m2 im obersten Anrissgebiet), begrenzt durch den Fels (Basis und Seiten des Couloirs) und durch den Permafrost. Das Erosionvolumen betrug insgesamt 210'000 m3, wovon 80'000 m3 auf das Anrissgebiet entfallen und 130'000 m3 auf die Transitstrecke. Akkumuliert wurden total 190'000 m3, das allermeiste auf dem Kegel (Höhe Kegelhals 1720 m). Das Puschalgefälle wird mit 24 % beziffert. Zu erwähnen gilt es die markante Erosionsleistung (ca. 50 m2) bei relativ gerinegem Gefälle (in angesprochenen Teilstück 18-20 %) sowie den minimalen Fliessquerschnitt (ca. 30m2) bei sehr grosser Gesamtkubatur. Schäden durch Überführungen in Oberwald. Es ist jedoch schwer festzustellen, welche Schäden durch den Murgang aus dem Saastal und welche durch jene aus dem hinteren Gerental (ungefähr zeitgleiche Murgänge) verursacht wurden, da beide durch das Gerental abfliessen.",,,"VAW Murgänge 1987, 1992, p. 442ff.","http://www.glacierhazards.ch",
"CH","SALEINA",3342,458,18340626,0,0,1,0,0,0,"Ausbruch einer Wassertasche mit darauffolgenden grossen U¨berschwemmungen in Revers",,,"Raymond and others (2003) based on Berthod 1983 ","http://glaciology.ethz.ch/inventar/download/saleina.pdf",
"CH","SALEINA",3343,458,19280803,0,0,1,0,0,0,"Gletscherhochwasser mit Scha¨den in Fromion",,,"Raymond and others (2003) based on Berthod 1983","http://glaciology.ethz.ch/inventar/download/saleina.pdf",
"CH","SALEINA",3898,458,19690716,0,,1,0,0,0,"On July 16, 1969 a GLOF took place in Saleina glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","SALEINA",3162,458,19690716,0,0,1,0,0,0,"Wasser(taschen)ausbruch. Am 16. oder 17. Juli ereignete sich am Saleinagletscher ein Wasserausbruch, wobei das Wasser wenig oberhalb des Zungenendes in einer gewaltigen Fontäne zwischen Gletscherrand und Fels hervorbrach. Das Hochwasser dauerte ungefähr 3 Stunden. Ca. 50 m oberhalb der Ausbruchsstelle fand sich ein kleiner Randsee, das teilweise entleert war. Das ausgeflossene Wasser von geschätzten 1000 m3 reicht nicht zur Erklärung des Hochwassers. Es ist nicht geklärt, ob eine grössere Wassertasche weiter oben ausgeflossen ist oder sich eine Kette randlicher und subglazialer Wasseransammlungen durch intensive Schneeschmelze bei starkem Wasserandrang entleerte. Die Lage der beschädigten Baustelle wurde ein halbes Jahr zuvor als unter Umständen gefährdet eingeschätzt bei Hochwasser (starke Schneeschmelze, Wassertasche) und hoher Schuttführung. Eine Eislawinen- oder Gletscherseeausbruchsgefahr wurde nicht als Risiko für die Baustelle eingeschätzt.",,,"Internal report VAW 1969","http://www.glacierhazards.ch",
"CH","SCHWARZBERG",3899,395,18209999,0,,1,0,0,0,"In 1820, a GLOF took place in Schwarzberg glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","SCHWARZBERG",3163,395,18209999,0,0,1,0,0,0,"Seeaufstau durch Gletschervorstoss. Der Schwarzberggletscher verschiebt den sogenannten 'Blauen Stein' um einige Klafter Richtung Ostseite des Tales. Dieser auf 200'000 Zentner schwer geschätzte Gesteinsbrocken wurde bereits in früheren Jahren vom Berg in Richtung Tal verschoben. Der Block hat gemäss Charpentier 1841 folgende Masse: 68 Fuss Länge, 57 Fuss Breite und 63 Fuss Höhe. Um 1820 endet vorübergehend eine Vorstossphase, während der der Gletscher im Talgrund einen See aufstaute, der sich aber beim Rückzug des Eises langsam und Schaden entleerte. Seeablagerungen sind noch sichtbar.",,,"Ruppen 1851, p. 59, Lütschg 1926, p.394ff., Charpentier 1841, p. 41 in Lütschg 1926, p. 394","http://www.glacierhazards.ch",
"CH","SIDELEN-W",3901,5382,19870824,0,,1,0,0,0,"On August 24, 1987 a GLOF took place in Siedelen-W glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","SIDELEN-W",3164,5382,19870824,0,0,1,0,0,0,"Murgang aus dem Vorfeld des Sidelengletschers (Gerental, VS) im Zusammenhang mit den 1987er Unwettern. Das Anrissgebiet befindet sich in einer subrezenten Endmoräne des Gletschers in einem tiefen Felscouloir (Anrisshöhe 2360 m, möglicher Permafrost, Fläche oberhalb des Anrisses 0.5 ha), die 1850er Gletscherbedeckung reichte bis auf 2300 m. Die Hangneigung des Anrissgebiets wird auf 67 % (34°) beziffert, mit markanter Hangversteilung unterhalb des Anrisses. Es besteht kein oberflächlicher Wasserzufluss, jedoch wahrscheinlich ein erhöhter Grundwasserspiegel, vom unmittelbar oberhalb gelegenen See her gespiesen. Die oberste Schicht, deren Untergrenze unterhalb des maximalen Seespiegels zu liegen scheint, ist sehr locker gelagert und 5-8 m mächtig. Diese oberste durchlässige Schicht besitzt eine grosse Abflusskapazität, sodass der Seespiegel auch bei starken Niederschlägen wahrscheinlich nur schwach ansteigt. Der Murgangabruch war ev. bedingt durch den erhöhten Wasserspiegel im Lockermaterial, wodurch das Material lokal gesättigt wurde. Im Couloir ist ein noch grosses Schuttpotential vorhanden (ca. 120'000 m3 ), ein Seeausbruch ins Couloir wäre möglich. Das gesamte Erosionsvolumen betrug 7'500 m3 (5'000 m3 im Anrissgebiet), das Akkumulationsvolumen ca. 10'000 m3. Überführungen in Oberwald, wobei nicht klar ist, wieviel jeder der einzelnen Murgänge aus dem gesamten Gerental dazu beitrug.",,,"VAW Murgänge 1987, 1992, p. 485ff.","http://www.glacierhazards.ch",
"CH","SIDELEN-W",3900,5382,19870899,0,,1,0,0,0,"In August 1987, a GLOF took place in Sidelen glacier and was probably triggered by heavy rainfall. Alps and a street in the Gerental were damaged.","Stephan Harrison et al.","University of Exeter, Prince of Wales Road, Exeter, Devon UK, EX4 4SB","Harrison, S. et al. (2018); Climate change and the global pattern of moraine-dam glacial lake outburst floods, The Cryosphere, (12), 1195-1209 p.","The data come from Raymond and others (2003).",
"CH","SILLERN",3165,2663,19489999,0,0,0,1,0,0,"Eislawine. Eisschutt der Gletscherfront abgelagert. Als Ursache kommt wie bei Altels eine grosse Wärme in Frage, die zu Rutschungen führte. 30 Schafe wurden auf der 'Gabelweide' erschlagen und die Strasse des Talweges wurde blockiert.",,,"Variations 1948, p. 5, Oechslin, 1948, Journal of Glaciology Vol. 1, No. 5, p. 276","http://www.glacierhazards.ch",
"CH","SILLERN",3344,2663,19670512,0,0,0,1,0,0,"Eine Jeepkolonne der Armee, die zu einer Gefechtsu¨bung unterwegs war, wurde von einer Eislawine u¨berrascht. Dabei wurden 12 Soldaten vom Luftdruck erfasst und weggeschleudert, zwei wurden verletzt. Drei Milita¨rfahrzeuge und ein PW sowie Waffen wurden verschu¨ttet.",,,"Raymond and others (2003) based on information by Prof. Dr. H. Ro¨thlisberger and SLF","http://glaciology.ethz.ch/inventar/download/sillern.pdf",
"CH","SILLERN",79,2663,19990611,0,0,0,1,0,0,"On June 11, 1999 an ice breakoff of 100,000 m3 reached the valley road, damaged a bridge over the Sillern creek and dammed the Kander river. Earlier special events on Sillern glacier are reported in 1967 and 1948. The data is published in Raymond and others.",,,"Raymond, M., Wegmann, M. and Funk, M. (2003): Inventar gefährlicher Gletscher in der Schweiz. Mitteilungen der VAW/ETH 182, Zurich, 368 pp.",,
"CH","SILLERN",3345,2663,20019999,0,0,0,1,0,0,"Frühling, Zwei gro¨ssere Eislawinen sind bis zur Talstrasse vorgedrungen.",,,"Raymond and others (2003) based on information by Mr. Müller (Division for Natural Hazards Interlaken)","http://glaciology.ethz.ch/inventar/download/sillern.pdf",
"CH","SIRWOLTE",3902,1672,19930801,0,,1,0,0,0,"On August 1, 1993 a GLOF took place in Sirwolte glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","SIRWOLTE",149,1672,19930924,0,0,1,0,0,0,"During heavy precipitation and simultaneous with the extreme flood event in the nearby town of Brig, the outburst of a moraine-dammed proglacial lake at Sirvolten caused the formation of a 10 to 20 m deep breach. Numerous debris flow pulses in the meltwater stream (Ritzibach) reached the torrent in the main valley of Simplon Pass (Chrummbach), the sediment load of which caused considerable damage on the Simplon highway further downvalley.",,,"IAHS (ICSI) – UNEP – UNESCO (1998): Fluctuations of glaciers 1990–1995, Vol. VII (Haeberli, W., Hoelzle, M., Suter, S., Frauenfelder, R.). World Glacier Monitoring Service, University of Zurich, Zürich. glaciology.ethz.ch/inventar/download/sirvolte.pdf",,
"CH","STEIN",3903,448,19560729,0,,1,0,0,0,"On July 29, 1956 a GLOF took place in Stein glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","STEIN",107,448,19560729,0,0,1,0,0,0,"Heavy precipitation on July 29, 1956, caused the drainage of a moraine-dammed lake.The flood destroyed a newly built dam at the lake outlet, some buildings of Hotel Stein and covered fields with debris. ",,,"www.glacierhazards.ch http://glaciology.ethz.ch/inventar/download/stein.pdf",,
"CH","STEIN",3904,448,19980823,0,,1,0,0,0,"On August 23, 1998 a GLOF took place in Stein glacier.","Jonathan L. Carrivick and Fiona S. Tweed","School of Geography, University of Leeds, Woodhouse Lane, Leeds, West Yorkshire LS2 9JT, UK; Geography, Staffordshire University, Leek Road, Stoke-on-Trent, Staffordshire ST4 2DF, UK","Carrivick, J. L. and Tweed, F. S. (2016). A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change, 144, pp. 1-16.",,
"CH","STEIN",80,448,19980823,0,0,1,0,0,0,"After heavy rainfall there was an outburst of the proglacial lake on August 23, 1998. It caused a flood down to Nessental and damaged a bridge. An earlier outburst of the lake happened in 1956. The data is published in Raymond and others (2003).",,,"Raymond, M., Wegmann, M. and Funk, M. (2003): Inventar gefährlicher Gletscher in der Schweiz. Mitteilungen der VAW/ETH 182, Zurich, 368 pp.",,
